,n,t,r,sigma,r_fit,rep,const,loss_true,max_qnorm_ub_true,loss_fit,max_qnorm_ub_fit,gen_err_fit
3009,40,4,3,0.1,3,1,20,0.10268617912444206,66.15430150974645,1.1052877827932517,1808.7750410536446,3.2670008709167884
3010,40,4,3,0.1,3,1,40,0.0033833766825831094,109.67862894190438,1.0363892977196212,4301.688880781179,3.2572716266667965
3011,40,4,3,0.1,3,1,80,0.04764889275687884,103.09019536491951,1.3591097755488462,7602.3426994850215,2.3930754641954413
3012,40,4,3,0.1,3,2,1,0.2501243492354259,133.33321364958078,0.45422252380426836,43.58881621289469,1.83491898954005
3013,40,4,3,0.1,3,2,5,0.060018299692302,106.06491297750367,1.237534783520787,2258.8188266810985,5.444688879005935
3014,40,4,3,0.1,3,2,10,0.09948075858039761,85.69518236954656,1.140492473581029,2834.876507554633,4.336838107413403
3015,40,4,3,0.1,3,2,20,0.043201375528292195,83.36637851659485,1.7957554303640133,4101.482204045152,3.031128362421999
3016,40,4,3,0.1,3,2,40,0.03304013737208037,122.81539285737388,1.6222693323994004,7353.125125939892,2.7271505321231078
3017,40,4,3,0.1,3,2,80,0.0883918768489127,76.41319668149363,1.1297691008858068,2671.2291185240124,1.6158519173638806
3018,40,4,3,0.1,3,3,1,0.1282726736374421,106.43430087210726,0.34091800354395657,183.82935008862464,3.761237591555478
3019,40,4,3,0.1,3,3,5,0.029335338894096973,90.2851225722178,0.8423137949629212,1893.5338315477259,4.664368974431812
3020,40,4,3,0.1,3,3,10,0.3746513662678832,95.60795271898381,1.1776527840243531,1710.1088860108327,3.6323266032135506
3021,40,4,3,0.1,3,3,20,0.1326169392538474,77.48024979101503,1.3036986822074943,4200.2951065888965,3.973773837925583
3022,40,4,3,0.1,3,3,40,0.5548011225853218,78.33104664920221,1.2967368444838665,1253.2810568877758,1.8744171483747498
3023,40,4,3,0.1,3,3,80,0.16736125368371807,73.4534800410218,0.7943796019091609,1334.2814576948037,1.5951910068410728
3024,40,4,3,0.1,3,4,1,0.18270024750420705,82.45306097373802,0.3180108767226397,26.543224992475444,1.6772614676782538
3025,40,4,3,0.1,3,4,5,0.07061009192370173,85.33767420554916,0.8510867766658499,1775.0531511351078,6.004660260873476
3026,40,4,3,0.1,3,4,10,0.2941972513975796,114.47283071261126,0.9554229320646921,1907.9763024111032,3.9173295512696105
3027,40,4,3,0.1,3,4,20,0.04531689982975765,152.0529300697714,1.2528705262757622,3878.7421139282246,3.790363540208696
3028,40,4,3,0.1,3,4,40,0.19329106786959474,75.14622706008605,1.0942349126966275,1567.4936538417412,3.089316882554506
3029,40,4,3,0.1,3,4,80,0.03567670053871059,104.7855900121883,1.6077869759430414,4332.124901957234,1.8874090795860279
3030,40,4,3,0.1,3,5,1,0.29334269645551053,88.48960263164972,0.3877757578237579,34.509457928410306,1.7069183324365889
3031,40,4,3,0.1,3,5,5,0.026698971651789378,95.28122803937437,1.2933957122291035,4328.529143762781,6.094356926436399
3032,40,4,3,0.1,3,5,10,0.32229472234120154,138.74899269766362,1.3672971981784183,1990.4960388886363,4.121524944439029
3033,40,4,3,0.1,3,5,20,0.11049032323624935,111.4494641090882,0.799153607741963,984.5878232837907,1.5567440730105642
3034,40,4,3,0.1,3,5,40,0.08152490263561081,107.05959386091891,1.0061266274996992,4063.992340350327,3.5475986909404544
3035,40,4,3,0.1,3,5,80,0.13821252765079206,109.72196351525078,1.3994532812999427,5106.705773224861,8.002511226660056
3036,40,4,3,0.1,3,6,1,0.06496536639882046,86.44799527612187,0.2802190556585126,237.6970600813145,3.6675277424853117
3037,40,4,3,0.1,3,6,5,0.12608346583898528,126.46394284105237,0.9423829421848563,1475.146043310445,4.385994394790801
3038,40,4,3,0.1,3,6,10,0.044201357072486507,79.98987916157543,0.8926844712268803,1880.8084124141935,4.0843259881285405
3039,40,4,3,0.1,3,6,20,0.03583119810856302,89.70395628036933,1.1945131446329313,4330.623318330968,3.615530762921768
3040,40,4,3,0.1,3,6,40,0.23066674773413445,120.61828143218733,1.5718135453119946,3067.848603427002,2.079093882875376
3041,40,4,3,0.1,3,6,80,0.12524027911252963,90.03266081866657,0.5494835243673185,717.4262931568101,0.857071128110329
3042,40,4,3,0.1,3,7,1,0.11238944125374706,122.39022979960438,0.33947475428695,189.3462193824257,3.7410186285382316
3043,40,4,3,0.1,3,7,5,0.15933681568080074,123.11620738928951,0.9643446066144317,1615.8732320066445,6.56056724110984
3044,40,4,3,0.1,3,7,10,0.09195252949732081,103.81416362752381,1.0721610972629323,2778.8669351613294,3.77449704978589
3045,40,4,3,0.1,3,7,20,0.04548954702567694,100.29336540625945,0.9010984294448127,3584.627346223102,3.269852018592203
3046,40,4,3,0.1,3,7,40,0.1982267337814582,156.4972880130457,1.2214681419509459,2020.3347266369587,2.6013081840577517
3047,40,4,3,0.1,3,7,80,0.03246350535950232,92.49160076943603,0.6483976370258129,2369.498659190887,1.5103987322390808
3048,40,4,3,0.1,3,8,1,0.05957097052237532,87.53041378977358,0.25548283639745173,179.84167338961885,3.697719274479417
3049,40,4,3,0.1,3,8,5,0.03385042917955411,146.15737217196659,1.1757919578673521,2468.905035192098,4.296152116138241
3050,40,4,3,0.1,3,8,10,0.010848662438453885,125.26963440660015,1.10045966707495,2849.0238892805182,3.899426290564711
3051,40,4,3,0.1,3,8,20,0.16518059876884902,88.1785780127148,1.0702644082655384,2534.5895976933707,2.464647710153149
3052,40,4,3,0.1,3,8,40,0.0625525147721449,150.2250348282264,1.4204701178074124,3455.021821515271,2.1011868030038685
3053,40,4,3,0.1,3,8,80,0.12274105773572,100.82354077724537,1.6837500375059458,5809.91594894894,3.2618200682772662
3054,40,4,3,0.1,3,9,1,0.07351792667239436,102.17487099861347,0.37101384407833504,296.735670146066,4.206705485969365
3055,40,4,3,0.1,3,9,5,0.03872804750649297,150.11874231354665,1.2598414361178212,1889.228277894926,5.272596023010735
3056,40,4,3,0.1,3,9,10,0.2089966288357415,131.44281295484495,1.0952295840169524,3075.213017639227,4.6557088060286596
3057,40,4,3,0.1,3,9,20,0.1334709284988003,129.89564861216164,0.8493498281725343,2020.3527283428689,2.5663307543523914
3058,40,4,3,0.1,3,9,40,0.11510823102780521,116.04845904883307,1.113973723462612,4932.35800445513,3.517028140941556
3059,40,4,3,0.1,3,9,80,0.16188504240758056,78.64191995277741,0.1615536240251913,80.92913691612709,0.00867197795288393
3060,40,4,3,0.1,5,0,1,0.17241298932218374,152.76054159024068,0.1282481810390264,34.936649360396686,1.552172365358702
3061,40,4,3,0.1,5,0,5,0.06138040647112806,80.10652721428762,0.692148837455943,1968.9042910213975,4.342429995826923
3062,40,4,3,0.1,5,0,10,0.05342110973893036,133.47432808925018,1.0441140295952103,2097.344907054103,3.6715270849016877
3063,40,4,3,0.1,5,0,20,0.000692955915785929,132.28430329417733,1.0169110174549756,4272.094723405846,4.267981591436027
3064,40,4,3,0.1,5,0,40,0.3006092439676376,236.0176481959091,1.1443066000354378,3172.397254058046,1.1313442031604097
3065,40,4,3,0.1,5,0,80,0.46202304008464173,67.52192546032356,0.45724272594646387,60.94989333777605,0.042065305218121914
3066,40,4,3,0.1,5,1,1,0.10592404901288505,102.53046282072725,0.11814961603539433,27.31013095034948,1.513297330624543
3067,40,4,3,0.1,5,1,5,0.01249565302753768,105.75385103790505,0.6726095882723854,2112.988379266478,5.1918700255888695
3068,40,4,3,0.1,5,1,10,0.11106519953458484,74.40718228466311,0.8776648020315915,2250.0600650834403,4.704835216908767
3069,40,4,3,0.1,5,1,20,0.2326276306427402,92.24148300913704,1.0793103989519541,4055.5409984213934,3.0285816574480227
3070,40,4,3,0.1,5,1,40,0.13016926703099962,135.13273729226455,0.8601564784446307,5905.732290336539,2.8713915840163797
3071,40,4,3,0.1,5,1,80,0.05903425693815387,67.57410951598534,0.05890562547534049,66.20687383558969,0.005980413602897208
3072,40,4,3,0.1,5,2,1,0.16098694876580227,91.30553292363267,0.1413118993738592,31.169197744322148,1.5053423337759133
3073,40,4,3,0.1,5,2,5,0.10508225524625309,103.55265877115458,0.9957329877633101,2695.7137663413455,4.642174340607275
3074,40,4,3,0.1,5,2,10,0.2353569724138135,121.48556287613332,0.8823690489178699,2240.197886823727,3.851918598558562
3075,40,4,3,0.1,5,2,20,0.1674624611102527,57.03479237268842,0.1621012944266086,47.09907055472033,0.05796925851219371
3076,40,4,3,0.1,5,2,40,0.17336435282614807,103.84676211589155,0.5982010398388167,2721.717496196558,2.0470981611843184
3077,40,4,3,0.1,5,2,80,0.1080974187904998,87.05855665114512,0.10759809980975549,75.2061023296582,0.010319997845141716
3078,40,4,3,0.1,5,3,1,0.04515103278411978,95.35786389268166,0.10088833755822453,77.20763407994495,2.05059748639605
3079,40,4,3,0.1,5,3,5,0.19356041418284256,118.04054536878306,0.8379399628171905,1780.7758950604707,3.503887447154065
3080,40,4,3,0.1,5,3,10,0.3021519003898811,76.16140014776666,0.924274602116006,1438.7039440549604,3.684715217342418
3081,40,4,3,0.1,5,3,20,0.0039051626776787965,89.25522841382761,1.3605882190407632,6853.074714453738,4.186966873067546
3082,40,4,3,0.1,5,3,40,0.18187862309210823,96.03174015121357,1.0343433317175008,2973.3473510550007,2.3896546610801925
3083,40,4,3,0.1,5,3,80,0.1485525668881864,114.073085354759,1.4847446391788321,9220.129158162346,2.1616935920004585
3084,40,4,3,0.1,5,4,1,0.0005581974033619123,88.15439081215595,0.08615447823038763,129.49975505733752,2.394819373800559
3085,40,4,3,0.1,5,4,5,0.01400391326024293,114.99440238209122,0.7369672910176128,2176.182076045413,4.199201194918524
3086,40,4,3,0.1,5,4,10,0.007914075998366311,67.63570488864227,0.8438634403859209,2481.892371650711,4.862796863024623
3087,40,4,3,0.1,5,4,20,0.259952459334986,78.80967086494738,1.0977842073352049,2908.21554514006,3.603171496829206
3088,40,4,3,0.1,5,4,40,0.5120790162151095,93.18318101519839,1.0540312756535,784.4934374095823,1.133344589787402
3089,40,4,3,0.1,5,4,80,0.0359037429773417,135.02668916767124,0.0364291069824748,122.53351543176493,0.004574696717585125
3090,40,4,3,0.1,5,5,1,0.39750355162741546,75.91091061510024,0.13679519008918525,30.829077571779205,1.550246175929186
3091,40,4,3,0.1,5,5,5,0.21042555948960545,109.98059803784655,0.8898168680130368,1717.7149786987018,5.007482845520964
3092,40,4,3,0.1,5,5,10,0.13322595055871594,119.61757850506906,1.0143562854810715,3265.0220932880525,4.266465362497983
3093,40,4,3,0.1,5,5,20,0.049205835208917255,141.5233986958889,1.247574329285903,7595.38969317449,4.611711321733673
3094,40,4,3,0.1,5,5,40,0.06383743136288615,108.29150885368617,1.137833001118095,7254.973685921436,3.474737611244904
3095,40,4,3,0.1,5,5,80,0.07328073678949987,119.55876197329809,0.07313404872761407,109.00092964643923,0.007387925562761954
3096,40,4,3,0.1,5,6,1,0.08933854169131906,102.66559468861557,0.11182063462564741,23.082630066181977,1.4087501769403987
3097,40,4,3,0.1,5,6,5,0.2182579057882895,126.23168398910701,0.7102620187268827,1361.9917425908861,4.632419189435532
3098,40,4,3,0.1,5,6,10,0.047452269570782975,105.44392828103014,0.9358298782149654,3853.4887896608143,5.023741415503508
3099,40,4,3,0.1,5,6,20,0.1180521814583949,129.24385847563164,1.0878928791464086,7264.037212959222,2.9253962069617323
3100,40,4,3,0.1,5,6,40,0.04344448086458766,107.27760680662233,1.3387570600592076,7671.534386131299,4.070897936806972
3101,40,4,3,0.1,5,6,80,0.3884408596683528,153.08354051673481,1.597685976368516,6346.238345623545,2.3911702456869146
3102,40,4,3,0.1,5,7,1,0.13235609776481078,122.0366196818457,0.11623994753138428,33.41521646505801,1.5559277012938235
3103,40,4,3,0.1,5,7,5,0.18332586414113602,113.92596050661685,0.8241538453926115,1388.4260733443548,3.965224139471715
3104,40,4,3,0.1,5,7,10,0.1972169632078763,93.04877846452047,1.1779613850764326,4500.472675554247,4.764764939419611
3105,40,4,3,0.1,5,7,20,0.32527317667021033,98.7627235479859,0.9843160742672908,3520.47431201341,2.630822981333175
3106,40,4,3,0.1,5,7,40,0.22615308143667032,98.06145858727085,1.0878060387505888,4681.758681425468,2.6954680445877575
3107,40,4,3,0.1,5,7,80,0.24110492062338146,106.58849593734466,1.0501326185346922,7121.501800768289,7.7386119021235595
3108,40,4,3,0.1,5,8,1,0.2061815895553371,56.764820221605696,0.1583602748671269,32.10010982737803,1.6195184614986196
3109,40,4,3,0.1,5,8,5,0.005031651172825216,96.28274462191825,0.7789194730510647,2169.0517174999577,4.476459755707057
3110,40,4,3,0.1,5,8,10,0.11828793345190063,106.05515497667365,0.8260271430008764,2397.4590765093462,4.185460025769187
3111,40,4,3,0.1,5,8,20,0.32726963475590626,114.43265300682557,0.6295822427227863,218.6330932929254,0.7841624587165951
3112,40,4,3,0.1,5,8,40,0.10276033473296252,87.33967383367045,1.212799313616912,3718.902596017819,3.295849428616593
3113,40,4,3,0.1,5,8,80,0.01898950637526162,94.78566130316894,0.020090486327816858,91.60049261237454,0.0048466658779560395
3114,40,4,3,0.1,5,9,1,0.13577446164553839,58.36116509909265,0.12027984258565892,30.26518985625637,1.5984614073965746
3115,40,4,3,0.1,5,9,5,0.17439279944774833,121.68401717180792,0.7613916521360611,1602.8616164627483,4.062968112972966
3116,40,4,3,0.1,5,9,10,0.10870852782361463,61.92945209296666,0.9335912206732135,2265.396334848713,4.488744135766776
3117,40,4,3,0.1,5,9,20,0.0860982025760022,78.72832533830312,0.7303841193111584,2927.825560547227,3.2193670134658587
3118,40,4,3,0.1,5,9,40,0.07291802086703154,117.7512538635927,0.07293194693197205,100.56705035258202,0.017164533480287222
3119,40,4,3,0.1,5,9,80,0.016135834932107712,100.99710632994429,0.8347063928199194,7814.783885478022,2.272511507197128
3120,40,4,3,0.1,10,0,1,0.09148135305894202,114.43778717422377,0.03434848617331205,25.745834095719008,1.1486099707460977
3121,40,4,3,0.1,10,0,5,0.20379721531424377,100.45246966835973,0.5067228947107992,807.106762285246,2.798569982284103
3122,40,4,3,0.1,10,0,10,0.03551103920868836,109.69891271005345,0.8242189340442689,4466.89403850181,3.6379210947270457
3123,40,4,3,0.1,10,0,20,0.06741164776060686,113.39441317210904,0.38804572002961374,3193.4536436094627,2.087380269420991
3124,40,4,3,0.1,10,0,40,0.043875715013245796,122.17066748824688,0.04471899300959319,92.70884987835798,0.012807066387780402
3125,40,4,3,0.1,10,0,80,0.25393190204152455,86.41904162476662,0.24779988619919868,80.1871571191123,0.041690844863305786
3126,40,4,3,0.1,10,1,1,0.03455039076492353,178.42332198559606,0.0362583627564115,37.64147073128512,1.206300858374477
3127,40,4,3,0.1,10,1,5,0.209696320365449,130.2928943242706,0.5236923046776931,962.181340269345,3.03450745127083
3128,40,4,3,0.1,10,1,10,0.12020953923536945,108.78260975862051,0.8867185412135201,4297.600218784709,4.146085091846204
3129,40,4,3,0.1,10,1,20,0.14614892410010394,90.7888449107112,0.768025987685953,4611.648119056211,3.2676628610277976
3130,40,4,3,0.1,10,1,40,0.06092108253131964,116.25837740452724,0.06006354753818484,75.13489620146245,0.016018738811926874
3131,40,4,3,0.1,10,1,80,0.016975729234231594,73.21630916674226,0.018785081759293783,65.32420096420155,0.00933221864671704
3132,40,4,3,0.1,10,2,1,0.062218499870820704,126.85722948485362,0.034501798088332855,28.663830038953712,1.2017584282415554
3133,40,4,3,0.1,10,2,5,0.028610477725827817,94.27692329205225,0.35220871877158305,1401.8824970133342,3.2206941212395503
3134,40,4,3,0.1,10,2,10,0.14009539464827064,134.1761972623405,0.7344289060905049,4239.572157310816,4.038165703778103
3135,40,4,3,0.1,10,2,20,0.20632969133513154,121.4969962887843,0.8778381730313521,5994.738255795379,3.168176396470297
3136,40,4,3,0.1,10,2,40,0.051865346350809326,73.92596023518598,0.051396192419202694,63.279219887944045,0.013650441578620966
3137,40,4,3,0.1,10,2,80,0.08931299514239494,114.52676348764507,0.09012039422107658,180.12689077943702,0.012006039854453776
3138,40,4,3,0.1,10,3,1,0.07415298148282551,137.49496134051748,0.03905385587653671,30.745630992265706,1.1799669056317026
3139,40,4,3,0.1,10,3,5,0.11310452321236823,94.90443324861647,0.3149344829776186,648.1934706790331,2.7518233356675386
3140,40,4,3,0.1,10,3,10,0.2013030191207198,74.02922742820014,0.8479072922839742,3148.355968556074,3.5188692027366466
3141,40,4,3,0.1,10,3,20,0.23005685622990327,198.85636878655976,1.054251786800844,6495.844149463202,3.7629829351144477
3142,40,4,3,0.1,10,3,40,0.20173077477794826,115.67175188665057,0.531854609538999,3171.8711305528955,1.576808652485308
3143,40,4,3,0.1,10,3,80,0.17939237102192165,155.40005161003225,0.17569424839673098,139.32715449181651,0.02049129317373976
3144,40,4,3,0.1,10,4,1,0.024998938391492108,64.93375308687884,0.036320013696206514,27.370846972177183,1.1248410621227953
3145,40,4,3,0.1,10,4,5,0.14048535672145865,70.61601622699945,0.3515828614817814,575.9939426017415,2.813068586732136
3146,40,4,3,0.1,10,4,10,0.23613238019232746,115.89194034813109,0.7894879451422849,2780.6012970774896,3.6203823774660315
3147,40,4,3,0.1,10,4,20,0.08509265738264943,97.87871447221718,0.8606938659846184,4693.024976075229,3.4258188622960404
3148,40,4,3,0.1,10,4,40,0.07401428866738544,85.83094552074292,0.07214884008881323,70.87989932530695,0.020985000725724005
3149,40,4,3,0.1,10,4,80,0.08869657166946697,84.86640751570938,0.08703620997433707,69.86974456845904,0.012726808359874919
3150,40,4,3,0.1,10,5,1,0.06606767811133087,215.11836181765688,0.03461859902372144,26.681684683891817,1.1374494676968026
3151,40,4,3,0.1,10,5,5,0.10025566492319149,113.64646214210782,0.3690791096800981,945.5823405282385,3.1275733306829765
3152,40,4,3,0.1,10,5,10,0.2344584273985427,113.3155776299951,0.6435498975552444,1634.3875036192971,2.781458526596249
3153,40,4,3,0.1,10,5,20,0.35411049278019474,96.41191437025725,0.8979162952694059,2852.6625479472204,2.5714418026578425
3154,40,4,3,0.1,10,5,40,0.09996648059049658,139.9327681767826,1.2513389208263563,9182.756041096478,2.7477011032446494
3155,40,4,3,0.1,10,5,80,0.085983617280896,93.87359730688085,0.08465953404839549,76.42515549273894,0.012890893818457599
3156,40,4,3,0.1,10,6,1,0.016529587037587955,95.9734070875361,0.03345331415783477,32.82772736767995,1.1969081675781439
3157,40,4,3,0.1,10,6,5,0.20379797651075343,91.42700023871403,0.41172526223248745,150.24106562565026,1.6465450085472664
3158,40,4,3,0.1,10,6,10,0.1395294687231049,118.16567486915855,0.6789745601442414,3053.3060055885767,3.4510688188890843
3159,40,4,3,0.1,10,6,20,0.033794094820625904,101.76628033871302,0.8121627821136302,6564.099294288687,3.3575831010854182
3160,40,4,3,0.1,10,6,40,0.00586217700960084,89.56579159626824,0.011484935527642383,73.1500375827215,0.009139593881050425
3161,40,4,3,0.1,10,6,80,0.07429955598331912,108.16903151872285,0.07339658407593282,95.30895341426549,0.009835882455161678
3162,40,4,3,0.1,10,7,1,0.10454159692277039,86.71779966495258,0.03743549701215965,27.937962956007482,1.1805876921032503
3163,40,4,3,0.1,10,7,5,0.20978747458456826,108.90284825394102,0.4287794593625479,268.695730176934,1.8920206849468113
3164,40,4,3,0.1,10,7,10,0.023699810139133293,135.56890744710145,0.7295088478719981,4121.408192588299,4.055772247768783
3165,40,4,3,0.1,10,7,20,0.24118916097830972,96.02936868843156,1.071403833499044,5454.116612548534,3.878079793208386
3166,40,4,3,0.1,10,7,40,0.162995710155621,127.86473647043753,0.1554222975945994,110.69952281254288,0.03662386850454541
3167,40,4,3,0.1,10,7,80,0.19474159075986872,81.85722714656295,0.19030334608691257,74.44631229025849,0.03291555199846086
3168,40,4,3,0.1,10,8,1,0.0020756925225947627,50.866372046756425,0.005542859418760689,68.69119262507179,1.4092099317942859
3169,40,4,3,0.1,10,8,5,0.051863706238112074,88.81229216178774,0.46748691001850196,1989.629533875994,3.6263872909242565
3170,40,4,3,0.1,10,8,10,0.03269379953005035,157.09807655805812,0.6967287090719291,4151.733236197379,4.283699829041358
3171,40,4,3,0.1,10,8,20,0.1843599174319222,105.85923353992976,0.16869941802293398,88.46942980723828,0.09219923371361485
3172,40,4,3,0.1,10,8,40,0.239115870317315,111.4726119819689,0.22691613298094246,78.9265387918903,0.06088302486629452
3173,40,4,3,0.1,10,8,80,0.015042801434319823,65.56716705612764,0.01574339835706755,61.20618547294519,0.004295954906597701
3174,40,4,3,0.1,10,9,1,0.11043671471259196,69.12584381187247,0.035885025291515125,22.31448782757149,1.1902354833798436
3175,40,4,3,0.1,10,9,5,0.2640044024547415,93.03286497529811,0.3863422856262997,148.87575347765423,1.7657197776074554
3176,40,4,3,0.1,10,9,10,0.09536991676078808,68.79713685246844,0.7924416864363439,2939.943653526286,3.879899183527192
3177,40,4,3,0.1,10,9,20,0.15530066912075105,115.90122779316715,0.7802268824450983,4413.212135410096,3.580927065372873
3178,40,4,3,0.1,10,9,40,0.056677587990710286,114.09672443785864,0.9428240730896327,9655.021557188247,2.965987387680127
3179,40,4,3,0.1,10,9,80,0.02914002947937878,86.67582508101091,0.029524447637666963,68.24740149663667,0.006500065015744806
3180,40,4,3,0.1,16,0,1,0.04422764412854611,176.32391386459,0.034220427933876224,27.55252938583764,1.12107407403097
3181,40,4,3,0.1,16,0,5,0.2846411941358578,182.0486079405808,0.2587773411046216,193.8057277272609,1.5154241528873704
3182,40,4,3,0.1,16,0,10,0.24147161461628378,70.09268253267446,0.49064530758645625,468.79686345183916,1.8600658467694693
3183,40,4,3,0.1,16,0,20,0.11389924001736094,85.69433483737927,0.7046893204478897,5392.374862519539,3.250835941821437
3184,40,4,3,0.1,16,0,40,0.03435422057342491,93.22958739465923,0.03587827155189856,94.00644765398532,0.014983928792150568
3185,40,4,3,0.1,16,0,80,0.025786920297971208,192.5532654366258,0.027723473356369984,146.16897216244877,0.009165685930883842
3186,40,4,3,0.1,16,1,1,0.24069751303639528,120.63841803308381,0.03705192688303841,35.27708098164462,1.0924321510630035
3187,40,4,3,0.1,16,1,5,0.1040610181533604,119.49138003886345,0.24412694265269586,722.886352413344,2.247871966555886
3188,40,4,3,0.1,16,1,10,0.42845729926911347,115.87454483910541,0.6351837550642931,485.46722293370664,1.8021918565495703
3189,40,4,3,0.1,16,1,20,0.08712647168393944,114.28583986717173,0.07995478797570955,77.39021109585312,0.05814476238493524
3190,40,4,3,0.1,16,1,40,0.18396768271768976,94.1624415164577,0.16964726447266512,71.47886484385751,0.03977664329146186
3191,40,4,3,0.1,16,1,80,0.27874632124582865,118.95337640456765,0.2663809924010416,102.54232761119225,0.04816618966742347
3192,40,4,3,0.1,16,2,1,0.03281234648521118,103.68349310354864,0.037346972055736685,28.17257912248691,1.1200088261810768
3193,40,4,3,0.1,16,2,5,0.06920598648527297,121.16070567269409,0.1775012164448116,536.4730307005227,2.1734103976720127
3194,40,4,3,0.1,16,2,10,0.2960778696593561,134.58306529652918,0.5330884624994937,373.39654045796397,1.717516730637286
3195,40,4,3,0.1,16,2,20,0.14083662515705905,87.82233168060867,0.7259375416360384,4907.832961844156,3.3981749508538086
3196,40,4,3,0.1,16,2,40,0.13950908809031218,68.35889992304492,0.12860830040937624,57.457961254198715,0.04416983325786164
3197,40,4,3,0.1,16,2,80,0.09960543815652136,146.72898018405036,0.09674702860172273,107.63834986312793,0.016426569923681623
3198,40,4,3,0.1,16,3,1,0.07050658233644824,65.12067997586591,0.03838711765468231,22.797456460561765,1.1369453812948715
3199,40,4,3,0.1,16,3,5,0.3127518822146338,77.2139462241881,0.26188719246631287,196.80101519614502,1.6270084462588426
3200,40,4,3,0.1,16,3,10,0.1555931591575365,125.97525216929184,0.5915835121660861,3129.0663023087086,2.9977983869966858
3201,40,4,3,0.1,16,3,20,0.2294197036832175,146.9965696807238,0.7926492241403418,5197.027756176748,3.136476224739149
3202,40,4,3,0.1,16,3,40,0.043177741796664865,132.77540294209925,0.044763068094794405,113.8910606138817,0.02013507374691537
3203,40,4,3,0.1,16,3,80,0.07893057526056103,152.6813682139118,0.07736198455840083,110.71024228181268,0.015689467705579826
3204,40,4,3,0.1,16,4,1,0.003127869338694308,72.4821843207642,0.0070468446495557955,56.74470242574649,1.1508403487899548
3205,40,4,3,0.1,16,4,5,0.15554903240663356,99.01945790160914,0.23390089863458363,177.35136753478704,1.561181791294989
3206,40,4,3,0.1,16,4,10,0.062101333677744064,123.48919443566467,0.641427220901257,4176.839759504799,3.1937297395728117
3207,40,4,3,0.1,16,4,20,0.009079869298988184,76.70011296912317,0.394927209874488,3669.077467480168,2.607431077759321
3208,40,4,3,0.1,16,4,40,0.15928400229729095,99.59329349491487,1.132851367627078,11164.974454086188,3.5399890870311927
3209,40,4,3,0.1,16,4,80,0.3477675963371382,132.70004297097697,0.332053649065529,124.26480861106533,0.06495061334487785
3210,40,4,3,0.1,16,5,1,0.2171582190901603,116.02792458022184,0.038115214987779124,33.901492050436225,1.130041168856063
3211,40,4,3,0.1,16,5,5,0.15162081031699745,135.0971692224733,0.3063809866016834,312.75987618518263,1.5681501228917716
3212,40,4,3,0.1,16,5,10,0.026191692639928998,145.53675404297647,0.43538988741088946,2498.6598516416843,2.8868145785591803
3213,40,4,3,0.1,16,5,20,0.24618661005333684,100.48124649851003,0.208495396306231,80.92577852336522,0.08564942949511287
3214,40,4,3,0.1,16,5,40,0.034568952920918966,110.03799112948553,0.03436449864184052,79.53311959396675,0.007549163077807131
3215,40,4,3,0.1,16,5,80,0.07881273478879207,116.52722462821016,0.07741634375277999,113.95020764535619,0.012043363920441374
3216,40,4,3,0.1,16,6,1,0.06463616556663086,109.34863658540887,0.035860286632860526,29.9506367869817,1.1283432816472105
3217,40,4,3,0.1,16,6,5,0.007156352678593617,205.0344917645129,0.1812184240990175,1081.0441083283933,2.4351585964059597
3218,40,4,3,0.1,16,6,10,0.13762807517164014,87.34485318721926,0.5125078857427451,2180.7283032241658,2.922735288137458
3219,40,4,3,0.1,16,6,20,0.09217315660366376,94.06771931462798,0.4971875449305569,3936.9550872497794,2.372805862250287
3220,40,4,3,0.1,16,6,40,0.11603341114549845,74.81559078696058,0.10771171121866463,58.32617498743279,0.03756971234341584
3221,40,4,3,0.1,16,6,80,0.06196683175327885,102.81068276716798,0.060603649806253865,86.59369328305219,0.009104648789262797
3222,40,4,3,0.1,16,7,1,0.004322770674343065,145.76844936866433,0.009352577825521024,51.24674661068389,1.1218213864190456
3223,40,4,3,0.1,16,7,5,0.160886029733213,115.56900939075103,0.27495918842700245,217.86848848348242,1.6597984131923182
3224,40,4,3,0.1,16,7,10,0.08343662009448907,80.46485630681774,0.5233412080037958,3116.6385393354053,3.4004089492013563
3225,40,4,3,0.1,16,7,20,0.025991181621055844,89.83576184168759,0.034395519937231334,76.46010645201697,0.024730546067791348
3226,40,4,3,0.1,16,7,40,0.11986565645348866,105.74671740172272,0.11219306090421814,82.38504023726796,0.032633945978868754
3227,40,4,3,0.1,16,7,80,0.2112495634007734,96.76837949850369,0.20195629514082242,89.10256695574195,0.04499354880638496
3228,40,4,3,0.1,16,8,1,0.033524698668759755,80.30787159865203,0.034333477125905384,19.617110449289832,1.0781787615291412
3229,40,4,3,0.1,16,8,5,0.235512750179128,89.30055878939385,0.28384917789149433,236.04504370732664,1.619942834421781
3230,40,4,3,0.1,16,8,10,0.010637734176681641,113.82147740806953,0.4146982789557069,2359.35532734847,2.8224429570094896
3231,40,4,3,0.1,16,8,20,0.07582077516500225,121.34210523247849,0.2824482108484814,2455.220541037722,1.2781034935024225
3232,40,4,3,0.1,16,8,40,0.18551370177854776,132.3152141038068,0.17000562623708695,100.48884980793238,0.06144953409957084
3233,40,4,3,0.1,16,8,80,0.07644529798932917,154.5296866292966,0.07450897991074064,108.0250122776098,0.011833788475507725
